UPOS	POS	LEMMA
ADJ	прым.	@Вешний	
ADJ	прым.	@Вещбярский	
ADJ	прым.	@Вещебный	
ADJ	прым.	@Вещественный	
ADJ	прым.	@Вещий, вещый	
ADJ	прым.	@Взаемный	
ADJ	прым.	@Взгарднейший	
ADJ	прым.	@Взгорженший	
ADJ	прым.	@Вздушный	
ADJ	прым.	@Взлюбленный, взлюбенный, взлюбленый	
ADJ	прым.	@Взороватый	
ADJ	прым.	@Взрослый, узрослый	
ADJ	прым.	@Взростовый	
ADJ	прым.	@Взятший	
ADJ	прым.	@Видилный	
ADJ	прым.	@Видимусовый	
ADJ	прым.	@Видляный	
ADJ	прым.	@Видный	
ADJ	прым.	@Вижованое, вижованное	
ADJ	прым.	@Вижовое	
ADJ	прым.	@Вижовый, вижевый	
ADJ	прым.	@Вилгкий, вилгкы	
ADJ	прым.	@Виленский, виленьский	
ADJ	прым.	@Вилкготный, вилготный	
ADJ	прым.	@Виловатый	
ADJ	прым.	@Вилчастый	
ADJ	прым.	@Вилчий, вильчый	
ADJ	прым.	@Винительный	
ADJ	прым.	@Виннейший, виннейшый	
ADJ	прым.	@Винниковъ	
ADJ	прым.	@Винный II	
ADJ	прым.	@Винный І, винний, вынны	
ADJ	прым.	@Винобойный	
ADJ	прым.	@Виноватей	
ADJ	прым.	@Виноватый	
ADJ	прым.	@Виноградный	
ADJ	прым.	@Вирофейский	
ADJ	прым.	@Вирький	
ADJ	прым.	@Висаидский	
ADJ	прым.	@Висикготский	
ADJ	прым.	@Виссоновый	
ADJ	прым.	@Витежный	
ADJ	прым.	@Витезевъ	
ADJ	прым.	@Витый	
ADJ	прым.	@Витязский, витязьский, витезский	
ADJ	прым.	@Вифинейский	
ADJ	прым.	@Вихроватый, выхроватый	
ADJ	прым.	@Вицеокономовая	
ADJ	прым.	@Вишневый, вишниовый, вышневый	
ADJ	прым.	@Вколошийный	
ADJ	прым.	@Вкупный, укупный	
ADJ	прым.	@Владний	
ADJ	прым.	@Владыченьский	
ADJ	прым.	@Владычий	
ADJ	прым.	@Владычинъ, владычынъ	
ADJ	прым.	@Владычний, владичний, владычный	
ADJ	прым.	@Владычнинъ	
ADJ	прым.	@Власатый	
ADJ	прым.	@Власнейший	
ADJ	прым.	@Власное	
ADJ	прым.	@Власный, властный, уласный, уластный	
ADJ	прым.	@Властелский	
ADJ	прым.	@Властивый, влостивый	
ADJ	прым.	@Власяный	
ADJ	прым.	@Вливковый, влевковый	
ADJ	прым.	@Влоский	
ADJ	прым.	@Влосный, влостный	
ADJ	прым.	@Влосовый	
ADJ	прым.	@Влосяный	
ADJ	прым.	@Вместный, уместный	
ADJ	прым.	@Внутреный, внутраный, внутрений, внутренный, внутрний, внутрный, унутреный	
ADJ	прым.	@Внутрнейший	
ADJ	прым.	@Внятный	
ADJ	прым.	@Воденый I, водяный	
ADJ	прым.	@Водлугъ, водлогъ, водлюгъ	
ADJ	прым.	@Воднистый	
ADJ	прым.	@Водный	
ADJ	прым.	@Водоносный	
ADJ	прым.	@Водотечный	
ADJ	прым.	@Воевный	
ADJ	прым.	@Воеводинский	
ADJ	прым.	@Воеводинъ, воеводзинъ	
ADJ	прым.	@Воеводичовъ	
ADJ	прым.	@Воеводский	
ADJ	прым.	@Военный	
ADJ	прым.	@Военский	
ADJ	прым.	@Воздателный	
ADJ	прым.	@Воздвизалный	
ADJ	прым.	@Воздержаливый	
ADJ	прым.	@Воздержанливый	
ADJ	прым.	@Воздержный	
ADJ	прым.	@Воздушный	
ADJ	прым.	@Возковый	
ADJ	прым.	@Возлюбленный, возлюбленый	
ADJ	прым.	@Возмерлый	
ADJ	прым.	@Возможный, взможный	
ADJ	прым.	@Возмущеный	
ADJ	прым.	@Возненский	
ADJ	прым.	@Вознесенский	
ADJ	прым.	@Возницкий	
ADJ	прым.	@Возничный	
ADJ	прым.	@Возничыная	
ADJ	прым.	@Возновский	
ADJ	прым.	@Возный	
ADJ	прым.	@Возовое	
ADJ	прым.	@Возовый	
ADJ	прым.	@Возрасливый	
ADJ	прым.	@Воинественый	
ADJ	прым.	@Воиновъ	
ADJ	прым.	@Воинский	
ADJ	прым.	@Войская	
ADJ	прым.	@Войский	
ADJ	прым.	@Войсковый	
ADJ	прым.	@Войтовая	
ADJ	прым.	@Войтовский	
ADJ	прым.	@Войтовъ	
ADJ	прым.	@Волглый, волгий, волгкий, волгный	
ADJ	прым.	@Волняный	
ADJ	прым.	@Воловщизный	
ADJ	прым.	@Воловщинный	
ADJ	прым.	@Воловый	
ADJ	прым.	@Володителевъ	
ADJ	прым.	@Волоковый	
ADJ	прым.	@Волосатый	
ADJ	прым.	@Волоский	
ADJ	прым.	@Волосовый	
ADJ	прым.	@Волостельский	
ADJ	прым.	@Волостный, волосный	I 
ADJ	прым.	@Волостный, волосный	II 
ADJ	прым.	@Волосяный, воласяный, волосеный	
ADJ	прым.	@Волочащий	
ADJ	прым.	@Волочный	
ADJ	прым.	@Волошенный	
ADJ	прым.	@Волошкий	
ADJ	прым.	@Волошоный	
ADJ	прым.	@Волторовский	
ADJ	прым.	@Волуй	
ADJ	прым.	@Волфничий	
ADJ	прым.	@Волфовный	
ADJ	прым.	@Волчий, вовчий, вовчый, волчый	
ADJ	прым.	@Волшебный	
ADJ	прым.	@Волынский, волинский	
ADJ	прым.	@Вольнейший, волнейший, волнейшый	
ADJ	прым.	@Вольный, волный	
ADJ	прым.	@Вольховый	
ADJ	прым.	@Волячий	
ADJ	прым.	@Воннейший	
ADJ	прым.	@Вонный	
ADJ	прым.	@Вонтпливый	
ADJ	прым.	@Вонючий	
ADJ	прым.	@Вонячий, вонячей	
ADJ	прым.	@Вопчий	
ADJ	прым.	@Ворволевый, ворволовый	
ADJ	прым.	@Воробьевый	
ADJ	прым.	@Воровский	
ADJ	прым.	@Ворожбистый	
ADJ	прым.	@Вороний	
ADJ	прым.	@Вороновый	
ADJ	прым.	@Ворононький	
ADJ	прым.	@Вороный	
ADJ	прым.	@Воротное	
ADJ	прым.	@Воротный	
ADJ	прым.	@Восковый	
ADJ	прым.	@Воскресенский	
ADJ	прым.	@Восточный	
ADJ	прым.	@Восходный	
ADJ	прым.	@Воуглый	
ADJ	прым.	@Вохрый	
ADJ	прым.	@Впадный	
ADJ	прым.	@Вписное, уписное	
ADJ	прым.	@Вписный, уписный	
ADJ	прым.	@Впокоевый, упокоевый	
ADJ	прым.	@Впокойливый	
ADJ	прым.	@Вправный	I 
ADJ	прым.	@Вправный	II 
ADJ	прым.	@Врабцевый	
ADJ	прым.	@Врадниковъ, врядниковъ	
ADJ	прым.	@Вражий, уражий	
ADJ	прым.	@Врановъ	
ADJ	прым.	@Врацлавский, врацловский	
ADJ	прым.	@Врачебный	
ADJ	прым.	@Вредный	
ADJ	прым.	@Временный	
ADJ	прым.	@Вродоватый, уродоватый	
ADJ	прым.	@Врослейший, уросльший	
ADJ	прым.	@Врослый, урослый	
ADJ	прым.	@Вростовый	
ADJ	прым.	@Врочыстый	
ADJ	прым.	@Връхний	
ADJ	прым.	@Връховный	
ADJ	прым.	@Всажный	
ADJ	прым.	@Всеблаженейший	
ADJ	прым.	@Всебогатный	
ADJ	прым.	@Всевышний	
ADJ	прым.	@Всегдашний	
ADJ	прым.	@Всегосветный	
ADJ	прым.	@Вседаровительный	
ADJ	прым.	@Вседержителевъ	
ADJ	прым.	@Вседержителный	
ADJ	прым.	@Вседетелный	
ADJ	прым.	@Вседневный	
ADJ	прым.	@Вседружный	
ADJ	прым.	@Вседушный	
ADJ	прым.	@Всекателный	
ADJ	прым.	@Всеколенный	
ADJ	прым.	@Всекрепкий	
ADJ	прым.	@Вселакомый	
ADJ	прым.	@Вселенский	
ADJ	прым.	@Вселюбезный	
ADJ	прым.	@Всемилосердный	
ADJ	прым.	@Всемилостивый	
ADJ	прым.	@Всемирный	
ADJ	прым.	@Всемогий, всемогый	
ADJ	прым.	@Всемогучий, всемогучый	
ADJ	прым.	@Всемогущий, всемогущый	
ADJ	прым.	@Всемоцный	
ADJ	прым.	@Всемудрый	
ADJ	прым.	@Всеночный	
ADJ	прым.	@Всенощный	
ADJ	прым.	@Всепалный	
ADJ	прым.	@Всеродный	
ADJ	прым.	@Всесветлый	
ADJ	прым.	@Всесветний	
ADJ	прым.	@Всесвятейший	
ADJ	прым.	@Всесвятый	
ADJ	прым.	@Всесилный, всесильный	
ADJ	прым.	@Всеславный	
ADJ	прым.	@Всехвалный	
ADJ	прым.	@Всехмоцнейший	
ADJ	прым.	@Всехмоцный	
ADJ	прым.	@Всехпосполитый	
ADJ	прым.	@Всечестный, всечесный	
ADJ	прым.	@Всечистый	
ADJ	прым.	@Всечловеческий	
ADJ	прым.	@Вспанялый, вспанелый, успанялый	
ADJ	прым.	@Вспартый	
ADJ	прым.	@Всполный	
ADJ	прым.	@Вспухлый, успухлый	
ADJ	прым.	@Встанливый	
ADJ	прым.	@Встеклый, устеклый	
ADJ	прым.	@Встидлившый	
ADJ	прым.	@Всточный, усточный	
ADJ	прым.	@Встремежливый	
ADJ	прым.	@Вступный	
ADJ	прым.	@Встыдливый, встидливый, устыдливый	
ADJ	прым.	@Всходний, всходный	
ADJ	прым.	@Всходовый	
ADJ	прым.	@Всядневный	
ADJ	прым.	@Вторковый	
ADJ	прым.	@Вуечный	
ADJ	прым.	@Вужовый, вужевый	
ADJ	прым.	@Вчаснейший	
ADJ	прым.	@Вчасный	
ADJ	прым.	@Вчерашний, вчарашний, вчерашьний, вчорашний, вчорашный, учорашний	
ADJ	прым.	@Вчирвоноеперестый	
ADJ	прым.	@Вчорайший	
ADJ	прым.	@Вчорнеперестый	
ADJ	прым.	@Вшетечнейший	
ADJ	прым.	@Вшетечный, вшеточный	
ADJ	прым.	@Вшехмокгонцый, вшемогуцый, вшехмогуцый	
ADJ	прым.	@Вшехмоцный, ушехмоцный	
ADJ	прым.	@Въездный, въезный, уездный, уезный	
ADJ	прым.	@Выберный	
ADJ	прым.	@Выборнейший	
ADJ	прым.	@Выборный	
ADJ	прым.	@Выводный	
ADJ	прым.	@Выводовый	
ADJ	прым.	@Выводчий	
ADJ	прым.	@Выгонский	
ADJ	прым.	@Выдатковый	
ADJ	прым.	@Выдворный	
ADJ	прым.	@Выдеркафовый	
ADJ	прым.	@Выездный	II 
ADJ	прым.	@Выжеймененый, вижеймененый	
ADJ	прым.	@Выжейописанный	
ADJ	прым.	@Выжейписаный	
ADJ	прым.	@Выжейпомененный	
ADJ	прым.	@Выжеописаный	
ADJ	прым.	@Выжепомененый	
ADJ	прым.	@Выжмененый	
ADJ	прым.	@Выжмянованый	
ADJ	прым.	@Выжписаный	
ADJ	прым.	@Выжреченный, выжречоный	
ADJ	прым.	@Выжший, вижший, выжшый	
ADJ	прым.	@Вызший	
ADJ	прым.	@Выимковый	
ADJ	прым.	@Выкгонный	
ADJ	прым.	@Выкрочный	
ADJ	прым.	@Выкрутныи, выкротный	
ADJ	прым.	@Вымисливый	
ADJ	прым.	@Вымовный	
ADJ	прым.	@Вымолвный	
ADJ	прым.	@Выморочный	
ADJ	прым.	@Вымыслнейший	
ADJ	прым.	@Вымыслный, вымислный, вымысльный	
ADJ	прым.	@Вымытый	
ADJ	прым.	@Вынеслейший	
ADJ	прым.	@Вынеслый	
ADJ	прым.	@Выниклый	
ADJ	прым.	@Вынимковый	
ADJ	прым.	@Выносный	
ADJ	прым.	@Вынятный	
ADJ	прым.	@Выправный	
ADJ	прым.	@Выпустный	
ADJ	прым.	@Выпущалный	
ADJ	прым.	@Выразный	
ADJ	прым.	@Выродный	
ADJ	прым.	@Вырудный	
ADJ	прым.	@Высадковый	
ADJ	прым.	@Выслужное	
ADJ	прым.	@Высокий, високий, высокый	
ADJ	прым.	@Высоковерхий	
ADJ	прым.	@Высокогордый	
ADJ	прым.	@Высокодушный	
ADJ	прым.	@Высокомыслный, высокомысльный	
